"id","config_rule","chunk","metadata"
"60c4ff80-fcc4-47f9-b6af-bce8c3c3cde7","access-keys-rotated","Config Rule: access-keys-rotated

Guidance: Ensure that active IAM access keys are rotated (changed) within the numberof days speciﬁed in maxAccess KeyAge. The rule is NON_COMPLIANT if access keys are not rotated within the speciﬁed time period. the default value is 90 days.","{""guidance"": ""Ensure that active IAM access keys are rotated (changed) within the numberof days speci\ufb01ed in maxAccess KeyAge. The rule is NON_COMPLIANT if access keys are not rotated within the speci\ufb01ed time period. the default value is 90 days."", ""service"": ""iam""}"
"7df3765d-01ac-4c33-aed7-f03bf0a33296","acm-certiﬁcate-rsa-check","Config Rule: acm-certiﬁcate-rsa-check

Guidance: Ensure that RSA certiﬁcates managed by AWS Certiﬁcate Manager (ACM) have a key length of at least '2048' bits.The rule is NON_COMPLIANT if the minimumkey length is less than 2048 bits.","{""guidance"": ""Ensure that RSA certi\ufb01cates managed by AWS Certi\ufb01cate Manager (ACM) have a key length of at least '2048' bits.The rule is NON_COMPLIANT if the minimumkey length is less than 2048 bits."", ""service"": ""acm""}"
"71e76bd5-a9b1-4a7a-a714-11b61c81ea64","acm-pca-root-ca-disabled","Config Rule: acm-pca-root-ca-disabled

Guidance: Ensure that AWS Private Certiﬁcate Authority (AWS Private CA) has a root CA that is disabled. The rule is NON_COMPLIANT for root CAs with status that is not DISABLED.","{""guidance"": ""Ensure that AWS Private Certi\ufb01cate Authority (AWS Private CA) has a root CA that is disabled. The rule is NON_COMPLIANT for root CAs with status that is not DISABLED."", ""service"": ""acm-pca""}"
"beea83fb-29ba-4d0c-818d-ca1f013b1ead","api-gw-cache-enabled-and-encrypted","Config Rule: api-gw-cache-enabled-and-encrypted

Guidance: Ensure that all methods in Amazon API Gateway stages have cache enabled and cache encrypted. The rule is NON_COMPLIANT if any method in an Amazon API Gateway stage is not conﬁgured to cache or the cache is not encrypted.","{""guidance"": ""Ensure that all methods in Amazon API Gateway stages have cache enabled and cache encrypted. The rule is NON_COMPLIANT if any method in an Amazon API Gateway stage is not con\ufb01gured to cache or the cache is not encrypted."", ""service"": ""apigateway""}"
"edd6bf88-9724-410b-8f32-a2f5dd0169ab","api-gw-endpoint-type-check","Config Rule: api-gw-endpoint-type-check

Guidance: Ensure that Amazon API Gateway APIs are of the type speciﬁed in the rule parameter 'endpointConﬁgurationType'. The rule returns NON_COMPLIANT if the REST API does not match the endpoint type conﬁgured in the rule parameter.","{""guidance"": ""Ensure that Amazon API Gateway APIs are of the type speci\ufb01ed in the rule parameter 'endpointCon\ufb01gurationType'. The rule returns NON_COMPLIANT if the REST API does not match the endpoint type con\ufb01gured in the rule parameter."", ""service"": ""apigateway""}"
"07a9e39a-7724-48fc-8b23-d9b440c026c6","api-gw-xray-enabled","Config Rule: api-gw-xray-enabled

Guidance: Ensure that AWS X-Ray tracing is enabled on Amazon API Gateway REST APIs. The rule is COMPLIANT if X-Ray tracing is enabled and NON_COMPLIANT otherwise.","{""guidance"": ""Ensure that AWS X-Ray tracing is enabled on Amazon API Gateway REST APIs. The rule is COMPLIANT if X-Ray tracing is enabled and NON_COMPLIANT otherwise."", ""service"": ""apigateway""}"
"087137bf-0154-4f23-94aa-3a39475b6a95","api-gwv2-access-logs-enabled","Config Rule: api-gwv2-access-logs-enabled

Guidance: Ensure that Amazon API Gateway V2 stages have access logging enabled. The rule is NON_COMPLIANT if 'accessLogSettings' is not present in Stage conﬁguration.","{""guidance"": ""Ensure that Amazon API Gateway V2 stages have access logging enabled. The rule is NON_COMPLIANT if 'accessLogSettings' is not present in Stage con\ufb01guration."", ""service"": ""apigatewayv2""}"
"aa175860-6b7b-4214-8a5b-1e09e4f3b420","appsync-associated-with-waf","Config Rule: appsync-associated-with-waf

Guidance: Ensure that AWS AppSync APIs are associated with AWS WAFv2 web access control lists (ACLs). The rule is NON_COMPLIANT for an AWS AppSync API if it is not associated with a web ACL.","{""guidance"": ""Ensure that AWS AppSync APIs are associated with AWS WAFv2 web access control lists (ACLs). The rule is NON_COMPLIANT for an AWS AppSync API if it is not associated with a web ACL."", ""service"": ""appsync""}"
"ccac6635-360f-463d-8905-4645ad5e5a66","appsync-logging-enabled","Config Rule: appsync-logging-enabled

Guidance: Ensure that an AWS AppSync API has logging enabled. The rule is NON_COMPLIANT if logging is not enabled, or 'ﬁeldLogLevel' is neither ERROR nor ALL.","{""guidance"": ""Ensure that an AWS AppSync API has logging enabled. The rule is NON_COMPLIANT if logging is not enabled, or '\ufb01eldLogLevel' is neither ERROR nor ALL."", ""service"": ""appsync""}"
"37a5b088-89c9-4b63-ad14-bcbbba1d88af","athena-workgroup-encrypted-at-rest","Config Rule: athena-workgroup-encrypted-at-rest

Guidance: Ensure that an Amazon Athena workgroup is encrypted at rest. The rule is NON_COMPLIANT if encryption of data at rest is not enabled for an Athena workgroup.","{""guidance"": ""Ensure that an Amazon Athena workgroup is encrypted at rest. The rule is NON_COMPLIANT if encryption of data at rest is not enabled for an Athena workgroup."", ""service"": ""athena""}"
"152b4c8d-85a4-49da-8993-d035a8b6295d","aurora-resources-protected-by-backup-plan","Config Rule: aurora-resources-protected-by-backup-plan

Guidance: Ensure that Amazon Aurora DB clusters are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon Relational Database Service (Amazon RDS) Database Cluster is not protected by a backup plan.","{""guidance"": ""Ensure that Amazon Aurora DB clusters are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon Relational Database Service (Amazon RDS) Database Cluster is not protected by a backup plan."", ""service"": ""rds""}"
"7400377d-fada-4f4a-9b8e-4438ca06e0d3","autoscaling-launchconﬁg-requires-imdsv2","Config Rule: autoscaling-launchconﬁg-requires-imdsv2

Guidance: Ensure that only IMDSv2 is enabled. This rule is NON_COMPLIANT if the Metadata version is not included in the launch conﬁguration or if both MetadataV1 and V2 are enabled.","{""guidance"": ""Ensure that only IMDSv2 is enabled. This rule is NON_COMPLIANT if the Metadata version is not included in the launch con\ufb01guration or if both MetadataV1 and V2 are enabled."", ""service"": ""autoscaling""}"
"64ccfda7-67a7-4cff-b183-4e9314edebb7","backup-recovery-point-manual-deletion-disabled","Config Rule: backup-recovery-point-manual-deletion-disabled

Guidance: Ensure that a backup vault has an attached resource-based policy which prevents deletion of recovery points. The rule is NON_COMPLIANT if the Backup Vault does not have resource- based policies or has policies withouta suitable 'Deny' statement (statement with backup:DeleteRecoveryPoint, backup:UpdateRecoveryPointLifecycle, and backup:PutBackupVaultAccess Policy permissions).","{""guidance"": ""Ensure that a backup vault has an attached resource-based policy which prevents deletion of recovery points. The rule is NON_COMPLIANT if the Backup Vault does not have resource- based policies or has policies withouta suitable 'Deny' statement (statement with backup:DeleteRecoveryPoint, backup:UpdateRecoveryPointLifecycle, and backup:PutBackupVaultAccess Policy permissions)."", ""service"": ""backup""}"
"a95bd8bc-4584-4715-b0ec-601def9b2952","cloudformation-stack-notiﬁcation-check","Config Rule: cloudformation-stack-notiﬁcation-check

Guidance: Ensure that your CloudFormation stacks send event notiﬁcations to an Amazon SNS topic. Optionally ensure that speciﬁed Amazon SNS topics are used. The rule is NON_COMPLIANT if CloudFormation stacks do not send notiﬁcations.","{""guidance"": ""Ensure that your CloudFormation stacks send event noti\ufb01cations to an Amazon SNS topic. Optionally ensure that speci\ufb01ed Amazon SNS topics are used. The rule is NON_COMPLIANT if CloudFormation stacks do not send noti\ufb01cations."", ""service"": ""cloudformation""}"
"1dba59fc-a7e8-4b05-b3f3-f357edc1aafc","cloudfront-accesslogs-enabled","Config Rule: cloudfront-accesslogs-enabled

Guidance: Ensure that Amazon CloudFront distributions are conﬁgured to deliver access logs to an Amazon S3 bucket. The rule is NON_COMPLIANT if a CloudFront distribution does not have logging conﬁgured.","{""guidance"": ""Ensure that Amazon CloudFront distributions are con\ufb01gured to deliver access logs to an Amazon S3 bucket. The rule is NON_COMPLIANT if a CloudFront distribution does not have logging con\ufb01gured."", ""service"": ""cloudfront""}"
"5ee3b822-8e51-4920-9284-53015ee91d42","cloudfront-associated-with-waf","Config Rule: cloudfront-associated-with-waf

Guidance: Ensure that Amazon CloudFront distributions are associated with either web application ﬁrewall (WAF) or WAFv2 web access control lists (ACLs). The rule is NON_COMPLIANT if a CloudFront distribution is not associated with a WAF web ACL.","{""guidance"": ""Ensure that Amazon CloudFront distributions are associated with either web application \ufb01rewall (WAF) or WAFv2 web access control lists (ACLs). The rule is NON_COMPLIANT if a CloudFront distribution is not associated with a WAF web ACL."", ""service"": ""cloudfront""}"
"135040ac-25d2-420d-9209-6c118ac014e8","cloudfront-custom-ssl-certiﬁcate","Config Rule: cloudfront-custom-ssl-certiﬁcate

Guidance: Ensure that the certiﬁcate associated with an Amazon CloudFront distribution is not the defaultSSL certiﬁcate. The rule is NON_COMPLIANT if a CloudFront distribution uses the default SSL certiﬁcate.","{""guidance"": ""Ensure that the certi\ufb01cate associated with an Amazon CloudFront distribution is not the defaultSSL certi\ufb01cate. The rule is NON_COMPLIANT if a CloudFront distribution uses the default SSL certi\ufb01cate."", ""service"": ""cloudfront""}"
"0ad9705f-d0ae-4032-afe5-74537fcbbdbb","cloudfront-no-deprecated-ssl-protocols","Config Rule: cloudfront-no-deprecated-ssl-protocols

Guidance: Ensure that CloudFront distributions are not using deprecated SSL protocols for HTTPS communication between CloudFront edge locations and custom origins. This rule is NON_COMPLIANT for a CloudFront distribution if any'OriginSslProtocols' includes'SSLv3'.","{""guidance"": ""Ensure that CloudFront distributions are not using deprecated SSL protocols for HTTPS communication between CloudFront edge locations and custom origins. This rule is NON_COMPLIANT for a CloudFront distribution if any'OriginSslProtocols' includes'SSLv3'."", ""service"": ""cloudfront""}"
"bad3a783-2346-473a-b665-9475c76aa9d5","cloudfront-origin-access-identity-enabled","Config Rule: cloudfront-origin-access-identity-enabled

Guidance: Ensure that CloudFront distribution with Amazon S3 Origin type has origin access identity (OAI) conﬁgured. The rule is NON_COMPLIANT if the CloudFront distribution is backed by S3 and any origin type is not OAI conﬁgured, or the origin is not an S3 bucket.","{""guidance"": ""Ensure that CloudFront distribution with Amazon S3 Origin type has origin access identity (OAI) con\ufb01gured. The rule is NON_COMPLIANT if the CloudFront distribution is backed by S3 and any origin type is not OAI con\ufb01gured, or the origin is not an S3 bucket."", ""service"": ""cloudfront""}"
"18e51987-c99e-446a-8b3f-b0c70d5773f0","cloudfront-s3-origin-access-control-enabled","Config Rule: cloudfront-s3-origin-access-control-enabled

Guidance: Ensure that an Amazon CloudFront distribution with an Amazon Simple Storage Service (Amazon S3) Origin type has origin access control (OAC) enabled. The rule is NON_COMPLIANT for CloudFront distributions with Amazon S3 origins that don't have OAC enabled.","{""guidance"": ""Ensure that an Amazon CloudFront distribution with an Amazon Simple Storage Service (Amazon S3) Origin type has origin access control (OAC) enabled. The rule is NON_COMPLIANT for CloudFront distributions with Amazon S3 origins that don't have OAC enabled."", ""service"": ""cloudfront""}"
"260df39a-3fda-4b68-a75f-b63fde5f35ef","cloudfront-security-policy-check","Config Rule: cloudfront-security-policy-check

Guidance: Ensure that Amazon CloudFront distributions are using a minimum security policy and cipher suite of TLSv1.2 or greater for viewer connections. This rule is NON_COMPLIANT for a CloudFront distribution if the minimumProtocolVersion is below TLSv1.2_2018.","{""guidance"": ""Ensure that Amazon CloudFront distributions are using a minimum security policy and cipher suite of TLSv1.2 or greater for viewer connections. This rule is NON_COMPLIANT for a CloudFront distribution if the minimumProtocolVersion is below TLSv1.2_2018."", ""service"": ""cloudfront""}"
"be23c9db-b6cd-43e4-88cb-8f40ff09b03c","cloudfront-sni-enabled","Config Rule: cloudfront-sni-enabled

Guidance: Ensure that Amazon CloudFront distributions are using a custom SSL certiﬁcate and are conﬁgured to use SNI to serve HTTPS requests. The rule is NON_COMPLIANT if a customSSL certiﬁcate is associated but the SSL support method is a dedicated IP address.","{""guidance"": ""Ensure that Amazon CloudFront distributions are using a custom SSL certi\ufb01cate and are con\ufb01gured to use SNI to serve HTTPS requests. The rule is NON_COMPLIANT if a customSSL certi\ufb01cate is associated but the SSL support method is a dedicated IP address."", ""service"": ""cloudfront""}"
"3867c2c5-1550-4628-8e00-9f4e913b4b88","cloudfront-traﬃc-to-origin-encrypted","Config Rule: cloudfront-traﬃc-to-origin-encrypted

Guidance: Ensure that Amazon CloudFront distributions are encrypting traﬃc to custom origins. The rule is NON_COMPLIANT if 'OriginProtocolPolicy' is 'http-only' or if 'OriginProtocolPolicy' is 'match-viewer' and 'ViewerProtocolPolicy' is 'allow-all'.","{""guidance"": ""Ensure that Amazon CloudFront distributions are encrypting tra\ufb03c to custom origins. The rule is NON_COMPLIANT if 'OriginProtocolPolicy' is 'http-only' or if 'OriginProtocolPolicy' is 'match-viewer' and 'ViewerProtocolPolicy' is 'allow-all'."", ""service"": ""cloudfront""}"
"458f74c7-4328-4290-9c51-47bbec4dce64","cloudfront-viewer-policy-https","Config Rule: cloudfront-viewer-policy-https

Guidance: Ensure that your Amazon CloudFront distributions use HTTPS (directly or via a redirection). The rule is NON_COMPLIANT if the value of ViewerProtocolPolicy is set to 'allow-all' for the DefaultCacheBehavior or for the CacheBehaviors.","{""guidance"": ""Ensure that your Amazon CloudFront distributions use HTTPS (directly or via a redirection). The rule is NON_COMPLIANT if the value of ViewerProtocolPolicy is set to 'allow-all' for the DefaultCacheBehavior or for the CacheBehaviors."", ""service"": ""cloudfront""}"
"5f174afc-6d35-444f-be57-a5974163eec2","cloudtrail-enabled","Config Rule: cloudtrail-enabled

Guidance: Note: For this rule, the rule identiﬁer (CLOUD_TRAIL_ENABLED) and rule name (cloudtrail- enabled) are diﬀerent. Ensure that an AWS CloudTrail trail is enabled in your AWS account. The rule is NON_COMPLIANT if a trail is not enabled. Optionally, the rule checks a speciﬁc S3 bucket, Amazon Simple Notiﬁcation Service (Amazon SNS) topic, and CloudWatch log group.","{""guidance"": ""Note: For this rule, the rule identi\ufb01er (CLOUD_TRAIL_ENABLED) and rule name (cloudtrail- enabled) are di\ufb00erent. Ensure that an AWS CloudTrail trail is enabled in your AWS account. The rule is NON_COMPLIANT if a trail is not enabled. Optionally, the rule checks a speci\ufb01c S3 bucket, Amazon Simple Noti\ufb01cation Service (Amazon SNS) topic, and CloudWatch log group."", ""service"": ""cloudtrail""}"
"8562555d-a903-443f-91e5-8659293c55d8","cloudtrail-security-trail-enabled","Config Rule: cloudtrail-security-trail-enabled

Guidance: Ensure that there is at least one AWS CloudTrail trail defined with security best practices. This rule is COMPLIANT if there is at least one trail that meets all of the following: records global service events, is a multi-region trail, has Log file validation enabled, encrypted with a KMS key, records events for reads and writes, records management events, does not exclude any management events.","{""guidance"": ""Ensure that there is at least one AWS CloudTrail trail defined with security best practices. This rule is COMPLIANT if there is at least one trail that meets all of the following: records global service events, is a multi-region trail, has Log file validation enabled, encrypted with a KMS key, records events for reads and writes, records management events, does not exclude any management events."", ""service"": ""cloudtrail""}"
"d904680d-9ad7-47ae-898a-2224c307743a","cloudwatch-alarm-action-check","Config Rule: cloudwatch-alarm-action-check

Guidance: Ensure that CloudWatch alarms have an action conﬁgured for the ALARM, INSUFFICIENT_DATA, or OK state. Optionally ensure that any actions match a named ARN. The rule is NON_COMPLIANT if there is no action speciﬁed for the alarm or optional parameter.","{""guidance"": ""Ensure that CloudWatch alarms have an action con\ufb01gured for the ALARM, INSUFFICIENT_DATA, or OK state. Optionally ensure that any actions match a named ARN. The rule is NON_COMPLIANT if there is no action speci\ufb01ed for the alarm or optional parameter."", ""service"": ""cloudwatch""}"
"b166f85c-8e38-40ab-acb8-93f2dc854437","cloudwatch-alarm-resource-check","Config Rule: cloudwatch-alarm-resource-check

Guidance: Ensure that a resource type has a CloudWatch alarm for the named metric. For resource type,you can specify EBS volumes, EC2 instances, Amazon RDS clusters, or S3 buckets. The rule is COMPLIANT if the named metric has a resource ID and CloudWatch alarm.","{""guidance"": ""Ensure that a resource type has a CloudWatch alarm for the named metric. For resource type,you can specify EBS volumes, EC2 instances, Amazon RDS clusters, or S3 buckets. The rule is COMPLIANT if the named metric has a resource ID and CloudWatch alarm."", ""service"": ""cloudwatch""}"
"4e1aeb95-1fba-4af0-9ded-b05ac93a0440","cloudwatch-alarm-settings-check","Config Rule: cloudwatch-alarm-settings-check

Guidance: Ensure that CloudWatch alarms with the given metric name have the speciﬁed settings.","{""guidance"": ""Ensure that CloudWatch alarms with the given metric name have the speci\ufb01ed settings."", ""service"": ""cloudwatch""}"
"1a386079-3f0f-4b11-b33a-31c02803fa2a","codebuild-project-artifact-encryption","Config Rule: codebuild-project-artifact-encryption

Guidance: Ensure that an AWS CodeBuild project has encryption enabled for all of its artifacts. The rule is NON_COMPLIANT if 'encryptionDisabled' is set to 'true' for any primary or secondary(if present) artifact conﬁgurations.","{""guidance"": ""Ensure that an AWS CodeBuild project has encryption enabled for all of its artifacts. The rule is NON_COMPLIANT if 'encryptionDisabled' is set to 'true' for any primary or secondary(if present) artifact con\ufb01gurations."", ""service"": ""codebuild""}"
"743f3027-6a79-45f9-af55-b84955b4a93d","codebuild-project-envvar-awscred-check","Config Rule: codebuild-project-envvar-awscred-check

Guidance: Ensure that the project DOES NOT contain environment variables AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY. The rule is NON_COMPLIANT when the project environment variables contains plaintext credentials.","{""guidance"": ""Ensure that the project DOES NOT contain environment variables AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY. The rule is NON_COMPLIANT when the project environment variables contains plaintext credentials."", ""service"": ""codebuild""}"
"5e192e61-919d-4455-8d31-7a73bb129a2a","codebuild-project-s3-logs-encrypted","Config Rule: codebuild-project-s3-logs-encrypted

Guidance: Ensure that an AWS CodeBuild project conﬁgured with Amazon S3 Logs has encryption enabled for its logs. The rule is NON_COMPLIANT if 'encryptionDisabled' is set to 'true' in a S3LogsConﬁg of a CodeBuild project.","{""guidance"": ""Ensure that an AWS CodeBuild project con\ufb01gured with Amazon S3 Logs has encryption enabled for its logs. The rule is NON_COMPLIANT if 'encryptionDisabled' is set to 'true' in a S3LogsCon\ufb01g of a CodeBuild project."", ""service"": ""codebuild""}"
"519a72ec-43be-48e2-8975-15fad1722dd0","codebuild-project-source-repo-url-check","Config Rule: codebuild-project-source-repo-url-check

Guidance: Ensure that the Bitbucket source repository URL DOES NOT contain sign-in credentials or not. The rule is NON_COMPLIANT if the URL contains any sign-in information and COMPLIANT if it doesn't.","{""guidance"": ""Ensure that the Bitbucket source repository URL DOES NOT contain sign-in credentials or not. The rule is NON_COMPLIANT if the URL contains any sign-in information and COMPLIANT if it doesn't."", ""service"": ""codebuild""}"
"262dec54-083c-41e0-91ba-9c2edadb806d","codedeploy-lambda-allatonce-traﬃc-shift-disabled","Config Rule: codedeploy-lambda-allatonce-traﬃc-shift-disabled

Guidance: Ensure that the deployment group for Lambda Compute Platform is not using the default deployment conﬁguration. The rule is NON_COMPLIANT if the deployment group is using the deployment conﬁguration 'CodeDeployDefault.LambdaAllAtOnce'.","{""guidance"": ""Ensure that the deployment group for Lambda Compute Platform is not using the default deployment con\ufb01guration. The rule is NON_COMPLIANT if the deployment group is using the deployment con\ufb01guration 'CodeDeployDefault.LambdaAllAtOnce'."", ""service"": ""codedeploy""}"
"19783243-8241-4089-ba38-a0f5929ab7bd","codepipeline-deployment-count-check","Config Rule: codepipeline-deployment-count-check

Guidance: Ensure that the ﬁrst deployment stage of AWS CodePipeline performs at least one deployment. This is to monitor continuous deployment activity, ensuring regular updates and identifying inactive or underutilized pipelines, which can signal issues in the development or deployment process. Optionally ensure that eachof the subsequent remaining stages deploy to more than the speciﬁed numberof deployments (deploymentLimit).","{""guidance"": ""Ensure that the \ufb01rst deployment stage of AWS CodePipeline performs at least one deployment. This is to monitor continuous deployment activity, ensuring regular updates and identifying inactive or underutilized pipelines, which can signal issues in the development or deployment process. Optionally ensure that eachof the subsequent remaining stages deploy to more than the speci\ufb01ed numberof deployments (deploymentLimit)."", ""service"": ""codepipeline""}"
"c75e9d6e-79f6-41f1-a460-4fe45db47211","cw-loggroup-retention-period-check","Config Rule: cw-loggroup-retention-period-check

Guidance: Ensure that an Amazon CloudWatch LogGroup retention period is set to greater than 365 days or else a speciﬁed retention period. The rule is NON_COMPLIANT if the retention period is less than MinRetentionTime, if speciﬁed, or else 365 days.","{""guidance"": ""Ensure that an Amazon CloudWatch LogGroup retention period is set to greater than 365 days or else a speci\ufb01ed retention period. The rule is NON_COMPLIANT if the retention period is less than MinRetentionTime, if speci\ufb01ed, or else 365 days."", ""service"": ""cloudwatch-logs""}"
"399cd96f-d808-4fc6-b90b-3d5780e50eb9","dax-encryption-enabled","Config Rule: dax-encryption-enabled

Guidance: Ensure that Amazon DynamoDB Accelerat or (DAX) clusters are encrypted. The rule is NON_COMPLIANT if a DAX cluster is not encrypted.","{""guidance"": ""Ensure that Amazon DynamoDB Accelerat or (DAX) clusters are encrypted. The rule is NON_COMPLIANT if a DAX cluster is not encrypted."", ""service"": ""dax""}"
"4003bc18-3765-4104-99ba-095ef57ba0bb","dax-tls-endpoint-encryption","Config Rule: dax-tls-endpoint-encryption

Guidance: Ensure that your Amazon DynamoDB Accelerator (DAX) cluster has ClusterEndpointEncryptionType set to TLS. The rule is NON_COMPLIANT if a DAX cluster is not encrypted by transport layer security (TLS).","{""guidance"": ""Ensure that your Amazon DynamoDB Accelerator (DAX) cluster has ClusterEndpointEncryptionType set to TLS. The rule is NON_COMPLIANT if a DAX cluster is not encrypted by transport layer security (TLS)."", ""service"": ""dax""}"
"be340324-6124-47ca-9b8b-760632ccf335","db-instance-backup-enabled","Config Rule: db-instance-backup-enabled

Guidance: Ensure that RDSDB instances have backups enabled. Optionally, the rule checks the backup retention period and the backup window.","{""guidance"": ""Ensure that RDSDB instances have backups enabled. Optionally, the rule checks the backup retention period and the backup window."", ""service"": ""unknown""}"
"b40df7d0-1b8e-4ec1-9172-e91154a22f55","dms-endpoint-ssl-conﬁgured","Config Rule: dms-endpoint-ssl-conﬁgured

Guidance: Ensure that AWS Database Migration Service (AWS DMS) endpoints are conﬁgured with anSSL connection. The rule is NON_COMPLIANT if AWS DMS does not have an SSL connection conﬁgured.","{""guidance"": ""Ensure that AWS Database Migration Service (AWS DMS) endpoints are con\ufb01gured with anSSL connection. The rule is NON_COMPLIANT if AWS DMS does not have an SSL connection con\ufb01gured."", ""service"": ""dms""}"
